"TF","HVL_TOR10","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"NEUROD1","2.013377885418116797","2.013377885418116797","2.013377885418116797","Activated","79","viper","79","2.013377885418116797",NA,NA,"4","ReMap--ChIP-seq(rank=42); ARCHS4--Coexpression(rank=175); Enrichr--Queries(rank=301); GTEx--Coexpression(rank=369)","420","0.107499999999999998","ARCHS4 Coexpression,0.1075"
"MAFF","1.992887986086247398","1.992887986086247398","1.992887986086247398","Activated","80","viper","80","1.992887986086247398",NA,NA,"5","ENCODE--ChIP-seq(rank=80); ReMap--ChIP-seq(rank=162); Enrichr--Queries(rank=338); GTEx--Coexpression(rank=984); ARCHS4--Coexpression(rank=1476)","833","0.240699999999999997","Enrichr Queries,0.2407"
"E2F7","-1.973371366606595068","-1.973371366606595068","1.973371366606595068","Repressed","81","viper","81","1.973371366606595068",NA,NA,"5","ARCHS4--Coexpression(rank=3); Enrichr--Queries(rank=7); GTEx--Coexpression(rank=8); Literature--ChIP-seq(rank=21); ReMap--ChIP-seq(rank=45)","6","0.001843000000000000","ARCHS4 Coexpression,0.001843"
"POU5F1","1.969101491721244823","1.969101491721244823","1.969101491721244823","Activated","82","viper","82","1.969101491721244823",NA,NA,"5","Literature--ChIP-seq(rank=16); ARCHS4--Coexpression(rank=64); ReMap--ChIP-seq(rank=136); Enrichr--Queries(rank=144); GTEx--Coexpression(rank=152)","153","0.039309999999999998","ARCHS4 Coexpression,0.03931"
"TEAD1","1.964292187025804326","1.964292187025804326","1.964292187025804326","Activated","83","viper","83","1.964292187025804326",NA,NA,"4","ReMap--ChIP-seq(rank=264); ARCHS4--Coexpression(rank=886); Enrichr--Queries(rank=1141); GTEx--Coexpression(rank=1170)","1387","0.544200000000000017","ARCHS4 Coexpression,0.5442"
"MEF2C","1.943877160716577457","1.943877160716577457","1.943877160716577457","Activated","84","viper","84","1.943877160716577457",NA,NA,"5","ENCODE--ChIP-seq(rank=102); ReMap--ChIP-seq(rank=286); Enrichr--Queries(rank=488); ARCHS4--Coexpression(rank=844); GTEx--Coexpression(rank=1160)","1091","0.347600000000000020","Enrichr Queries,0.3476"
"SMAD3","1.939609981113859627","1.939609981113859627","1.939609981113859627","Activated","85","viper","85","1.939609981113859627",NA,NA,"5","Literature--ChIP-seq(rank=60); ReMap--ChIP-seq(rank=194); Enrichr--Queries(rank=584); GTEx--Coexpression(rank=828); ARCHS4--Coexpression(rank=1456)","1122","0.365900000000000003","Literature ChIP-seq,0.3659"
"CEBPB","1.937510205123263551","1.937510205123263551","1.937510205123263551","Activated","86","viper","86","1.937510205123263551",NA,NA,"6","ENCODE--ChIP-seq(rank=21); Literature--ChIP-seq(rank=81); ReMap--ChIP-seq(rank=222); Enrichr--Queries(rank=300); ARCHS4--Coexpression(rank=621); GTEx--Coexpression(rank=1236)","660","0.177999999999999992","ENCODE ChIP-seq,0.178"
"PBX2","1.918997630717838909","1.918997630717838909","1.918997630717838909","Activated","87","viper","87","1.918997630717838909",NA,NA,"4","ReMap--ChIP-seq(rank=100); GTEx--Coexpression(rank=228); Enrichr--Queries(rank=792); ARCHS4--Coexpression(rank=1273)","539","0.141899999999999998","GTEx Coexpression,0.1419"
"NFKB1","1.914617675124227425","1.914617675124227425","1.914617675124227425","Activated","88","viper","88","1.914617675124227425",NA,NA,"4","ReMap--ChIP-seq(rank=49); GTEx--Coexpression(rank=131); ARCHS4--Coexpression(rank=388); Enrichr--Queries(rank=626)","330","0.081519999999999995","GTEx Coexpression,0.08152"
"ARID3A","1.861611382498888023","1.861611382498888023","1.861611382498888023","Activated","89","viper","89","1.861611382498888023",NA,NA,"5","ENCODE--ChIP-seq(rank=70); ReMap--ChIP-seq(rank=200); Enrichr--Queries(rank=624); GTEx--Coexpression(rank=631); ARCHS4--Coexpression(rank=1439)","1172","0.392699999999999994","GTEx Coexpression,0.3927"
"FOSL1","1.817729421755900354","1.817729421755900354","1.817729421755900354","Activated","90","viper","90","1.817729421755900354",NA,NA,"5","ENCODE--ChIP-seq(rank=45); Enrichr--Queries(rank=79); ReMap--ChIP-seq(rank=198); ARCHS4--Coexpression(rank=400); GTEx--Coexpression(rank=1138)","224","0.056270000000000001","Enrichr Queries,0.05627"
"NR4A1","1.814756512898143770","1.814756512898143770","1.814756512898143770","Activated","91","viper","91","1.814756512898143770",NA,NA,"4","Enrichr--Queries(rank=151); GTEx--Coexpression(rank=252); ReMap--ChIP-seq(rank=267); ARCHS4--Coexpression(rank=361)","421","0.107499999999999998","Enrichr Queries,0.1075"
"TCF12","1.787803331552070052","1.787803331552070052","1.787803331552070052","Activated","92","viper","92","1.787803331552070052",NA,NA,"5","ENCODE--ChIP-seq(rank=31); ReMap--ChIP-seq(rank=77); ARCHS4--Coexpression(rank=250); Enrichr--Queries(rank=1233); GTEx--Coexpression(rank=1239)","580","0.153599999999999987","ARCHS4 Coexpression,0.1536"
"ZNF740","-1.730282817437511333","-1.730282817437511333","1.730282817437511333","Repressed","93","viper","93","1.730282817437511333",NA,NA,"4","ReMap--ChIP-seq(rank=78); ARCHS4--Coexpression(rank=1190); Enrichr--Queries(rank=1308); GTEx--Coexpression(rank=1447)","899","0.262600000000000000","ReMap ChIP-seq,0.2626"
"WT1","-1.707100655453547500","-1.707100655453547500","1.707100655453547500","Repressed","94","viper","94","1.707100655453547500",NA,NA,"4","Literature--ChIP-seq(rank=12); Enrichr--Queries(rank=545); ARCHS4--Coexpression(rank=570); GTEx--Coexpression(rank=730)","295","0.073169999999999999","Literature ChIP-seq,0.07317"
"NR3C1","-1.697131658367993845","-1.697131658367993845","1.697131658367993845","Repressed","95","viper","95","1.697131658367993845",NA,NA,"6","Literature--ChIP-seq(rank=46); ENCODE--ChIP-seq(rank=58); ReMap--ChIP-seq(rank=146); ARCHS4--Coexpression(rank=728); GTEx--Coexpression(rank=815); Enrichr--Queries(rank=1015)","949","0.280500000000000027","Literature ChIP-seq,0.2805"
"ETS2","-1.680901674709127436","-1.680901674709127436","1.680901674709127436","Repressed","96","viper","96","1.680901674709127436",NA,NA,"4","Literature--ChIP-seq(rank=134); Enrichr--Queries(rank=392); GTEx--Coexpression(rank=545); ARCHS4--Coexpression(rank=585)","944","0.279200000000000004","Enrichr Queries,0.2792"
"SMAD4","1.657657244438889066","1.657657244438889066","1.657657244438889066","Activated","97","viper","97","1.657657244438889066",NA,NA,"5","Literature--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=188); GTEx--Coexpression(rank=1193); Enrichr--Queries(rank=1249); ARCHS4--Coexpression(rank=1561)","1220","0.420700000000000018","Literature ChIP-seq,0.4207"
"BATF","1.651971607017209021","1.651971607017209021","1.651971607017209021","Activated","98","viper","98","1.651971607017209021",NA,NA,"5","ENCODE--ChIP-seq(rank=113); ReMap--ChIP-seq(rank=281); ARCHS4--Coexpression(rank=577); GTEx--Coexpression(rank=746); Enrichr--Queries(rank=759)","1100","0.354399999999999993","ARCHS4 Coexpression,0.3544"
"SNAPC4","-1.634702560519446068","-1.634702560519446068","1.634702560519446068","Repressed","99","viper","99","1.634702560519446068",NA,NA,"4","ReMap--ChIP-seq(rank=239); GTEx--Coexpression(rank=270); ARCHS4--Coexpression(rank=997); Enrichr--Queries(rank=1209)","630","0.168000000000000010","GTEx Coexpression,0.168"
"KLF5","1.631460208023949754","1.631460208023949754","1.631460208023949754","Activated","100","viper","100","1.631460208023949754",NA,NA,"5","ReMap--ChIP-seq(rank=34); Literature--ChIP-seq(rank=112); ARCHS4--Coexpression(rank=159); GTEx--Coexpression(rank=180); Enrichr--Queries(rank=465)","384","0.097670000000000007","ARCHS4 Coexpression,0.09767"
"NR1H3","1.601354341487354560","1.601354341487354560","1.601354341487354560","Activated","101","viper","101","1.601354341487354560",NA,NA,"5","Literature--ChIP-seq(rank=61); Enrichr--Queries(rank=236); ReMap--ChIP-seq(rank=263); ARCHS4--Coexpression(rank=345); GTEx--Coexpression(rank=565)","631","0.168099999999999999","Enrichr Queries,0.1681"
"HHEX","-1.593287636948757413","-1.593287636948757413","1.593287636948757413","Repressed","102","viper","102","1.593287636948757413",NA,NA,"4","ReMap--ChIP-seq(rank=158); Enrichr--Queries(rank=200); GTEx--Coexpression(rank=478); ARCHS4--Coexpression(rank=537)","541","0.142499999999999988","Enrichr Queries,0.1425"
"CREB3L1","-1.582475250486192975","-1.582475250486192975","1.582475250486192975","Repressed","103","viper","103","1.582475250486192975",NA,NA,"4","ReMap--ChIP-seq(rank=104); Enrichr--Queries(rank=297); ARCHS4--Coexpression(rank=656); GTEx--Coexpression(rank=946)","757","0.211499999999999994","Enrichr Queries,0.2115"
"ATF4","1.575943230728315658","1.575943230728315658","1.575943230728315658","Activated","104","viper","104","1.575943230728315658",NA,NA,"4","ReMap--ChIP-seq(rank=204); GTEx--Coexpression(rank=523); Enrichr--Queries(rank=1145); ARCHS4--Coexpression(rank=1154)","1054","0.325500000000000012","GTEx Coexpression,0.3255"
"CLOCK","1.572205002783462646","1.572205002783462646","1.572205002783462646","Activated","105","viper","105","1.572205002783462646",NA,NA,"5","ReMap--ChIP-seq(rank=96); Literature--ChIP-seq(rank=124); Enrichr--Queries(rank=1380); ARCHS4--Coexpression(rank=1395); GTEx--Coexpression(rank=1446)","1047","0.323199999999999987","ReMap ChIP-seq,0.3232"
"GFI1B","1.554957943759771810","1.554957943759771810","1.554957943759771810","Activated","106","viper","106","1.554957943759771810",NA,NA,"5","ReMap--ChIP-seq(rank=38); Literature--ChIP-seq(rank=116); Enrichr--Queries(rank=131); GTEx--Coexpression(rank=1178); ARCHS4--Coexpression(rank=1325)","367","0.093299999999999994","Enrichr Queries,0.0933"
"TFAP2A","1.551655835871700750","1.551655835871700750","1.551655835871700750","Activated","107","viper","107","1.551655835871700750",NA,NA,"6","ReMap--ChIP-seq(rank=41); ENCODE--ChIP-seq(rank=57); Literature--ChIP-seq(rank=62); GTEx--Coexpression(rank=293); ARCHS4--Coexpression(rank=378); Enrichr--Queries(rank=785)","523","0.138000000000000012","ReMap ChIP-seq,0.138"
"STAT3","1.537444913266800217","1.537444913266800217","1.537444913266800217","Activated","108","viper","108","1.537444913266800217",NA,NA,"6","ENCODE--ChIP-seq(rank=44); Literature--ChIP-seq(rank=50); ReMap--ChIP-seq(rank=108); GTEx--Coexpression(rank=305); Enrichr--Queries(rank=730); ARCHS4--Coexpression(rank=783)","695","0.189799999999999996","GTEx Coexpression,0.1898"
"ETV4","1.535354964802504441","1.535354964802504441","1.535354964802504441","Activated","109","viper","109","1.535354964802504441",NA,NA,"4","GTEx--Coexpression(rank=37); Enrichr--Queries(rank=47); ReMap--ChIP-seq(rank=90); ARCHS4--Coexpression(rank=194)","87","0.023019999999999999","GTEx Coexpression,0.02302"
"SOX11","1.535275127854794919","1.535275127854794919","1.535275127854794919","Activated","110","viper","110","1.535275127854794919",NA,NA,"5","Literature--ChIP-seq(rank=90); ReMap--ChIP-seq(rank=192); Enrichr--Queries(rank=278); GTEx--Coexpression(rank=507); ARCHS4--Coexpression(rank=593)","717","0.198000000000000009","Enrichr Queries,0.198"
"GABPA","-1.522495900837865124","-1.522495900837865124","1.522495900837865124","Repressed","111","viper","111","1.522495900837865124",NA,NA,"6","Literature--ChIP-seq(rank=103); ENCODE--ChIP-seq(rank=104); ReMap--ChIP-seq(rank=135); ARCHS4--Coexpression(rank=751); Enrichr--Queries(rank=1023); GTEx--Coexpression(rank=1121)","1275","0.454500000000000015","ReMap ChIP-seq,0.4545"
"VDR","1.522307135050782190","1.522307135050782190","1.522307135050782190","Activated","112","viper","112","1.522307135050782190",NA,NA,"5","ARCHS4--Coexpression(rank=65); Literature--ChIP-seq(rank=118); GTEx--Coexpression(rank=130); ReMap--ChIP-seq(rank=157); Enrichr--Queries(rank=216)","156","0.039930000000000000","ARCHS4 Coexpression,0.03993"
"TBX21","1.513381392979347151","1.513381392979347151","1.513381392979347151","Activated","113","viper","113","1.513381392979347151",NA,NA,"4","ReMap--ChIP-seq(rank=185); ARCHS4--Coexpression(rank=376); Enrichr--Queries(rank=1003); GTEx--Coexpression(rank=1230)","809","0.231000000000000011","ARCHS4 Coexpression,0.231"
"MAF","1.503061012050351364","1.503061012050351364","1.503061012050351364","Activated","114","viper","114","1.503061012050351364",NA,NA,"4","ReMap--ChIP-seq(rank=91); GTEx--Coexpression(rank=333); ARCHS4--Coexpression(rank=355); Enrichr--Queries(rank=536)","743","0.207199999999999995","GTEx Coexpression,0.2072"
"PRDM1","1.500691233344788378","1.500691233344788378","1.500691233344788378","Activated","115","viper","115","1.500691233344788378",NA,NA,"5","ENCODE--ChIP-seq(rank=55); ReMap--ChIP-seq(rank=245); Enrichr--Queries(rank=304); GTEx--Coexpression(rank=743); ARCHS4--Coexpression(rank=956)","772","0.216499999999999998","Enrichr Queries,0.2165"
"EPAS1","1.499037472626402634","1.499037472626402634","1.499037472626402634","Activated","116","viper","116","1.499037472626402634",NA,NA,"4","ReMap--ChIP-seq(rank=193); Enrichr--Queries(rank=810); GTEx--Coexpression(rank=834); ARCHS4--Coexpression(rank=850)","1358","0.519000000000000017","GTEx Coexpression,0.519"
"MBD2","1.457431122511328336","1.457431122511328336","1.457431122511328336","Activated","117","viper","117","1.457431122511328336",NA,NA,"4","ReMap--ChIP-seq(rank=175); GTEx--Coexpression(rank=326); Enrichr--Queries(rank=1060); ARCHS4--Coexpression(rank=1300)","732","0.202899999999999997","GTEx Coexpression,0.2029"
"IRF2","-1.453266204804087858","-1.453266204804087858","1.453266204804087858","Repressed","118","viper","118","1.453266204804087858",NA,NA,"4","ReMap--ChIP-seq(rank=139); ARCHS4--Coexpression(rank=348); Enrichr--Queries(rank=671); GTEx--Coexpression(rank=796)","763","0.213799999999999990","ARCHS4 Coexpression,0.2138"
"IRF9","1.436724909504376146","1.436724909504376146","1.436724909504376146","Activated","119","viper","119","1.436724909504376146",NA,NA,"4","Enrichr--Queries(rank=233); ReMap--ChIP-seq(rank=243); ARCHS4--Coexpression(rank=281); GTEx--Coexpression(rank=728)","622","0.166000000000000009","Enrichr Queries,0.166"
"MAX","1.433285737290428408","1.433285737290428408","1.433285737290428408","Activated","120","viper","120","1.433285737290428408",NA,NA,"5","ReMap--ChIP-seq(rank=22); ENCODE--ChIP-seq(rank=24); GTEx--Coexpression(rank=629); Enrichr--Queries(rank=1029); ARCHS4--Coexpression(rank=1176)","300","0.074069999999999997","ReMap ChIP-seq,0.07407"
"KLF13","1.425906122155587985","1.425906122155587985","1.425906122155587985","Activated","121","viper","121","1.425906122155587985",NA,NA,"4","ReMap--ChIP-seq(rank=33); ARCHS4--Coexpression(rank=458); GTEx--Coexpression(rank=492); Enrichr--Queries(rank=904)","432","0.111100000000000004","ReMap ChIP-seq,0.1111"
"BACH2","1.400330867015787462","1.400330867015787462","1.400330867015787462","Activated","122","viper","122","1.400330867015787462",NA,NA,"4","ReMap--ChIP-seq(rank=221); Enrichr--Queries(rank=453); GTEx--Coexpression(rank=1111); ARCHS4--Coexpression(rank=1114)","1045","0.322599999999999998","Enrichr Queries,0.3226"
"STAT2","1.393392637473914064","1.393392637473914064","1.393392637473914064","Activated","123","viper","123","1.393392637473914064",NA,NA,"5","ENCODE--ChIP-seq(rank=27); ReMap--ChIP-seq(rank=214); ARCHS4--Coexpression(rank=352); Enrichr--Queries(rank=603); GTEx--Coexpression(rank=1038)","771","0.216200000000000003","ARCHS4 Coexpression,0.2162"
"SOX9","1.381269493902124612","1.381269493902124612","1.381269493902124612","Activated","124","viper","124","1.381269493902124612",NA,NA,"5","Literature--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=46); Enrichr--Queries(rank=552); ARCHS4--Coexpression(rank=641); GTEx--Coexpression(rank=941)","406","0.103700000000000001","Literature ChIP-seq,0.1037"
"TCF3","-1.368188526560060847","-1.368188526560060847","1.368188526560060847","Repressed","125","viper","125","1.368188526560060847",NA,NA,"6","GTEx--Coexpression(rank=27); Literature--ChIP-seq(rank=33); ENCODE--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=71); Enrichr--Queries(rank=180); ARCHS4--Coexpression(rank=184)","60","0.016799999999999999","GTEx Coexpression,0.0168"
"GATA3","1.367994365884100283","1.367994365884100283","1.367994365884100283","Activated","126","viper","126","1.367994365884100283",NA,NA,"6","ENCODE--ChIP-seq(rank=43); Literature--ChIP-seq(rank=79); ReMap--ChIP-seq(rank=219); Enrichr--Queries(rank=328); ARCHS4--Coexpression(rank=366); GTEx--Coexpression(rank=542)","791","0.224800000000000000","ARCHS4 Coexpression,0.2248"
"CTCFL","-1.363450570573477849","-1.363450570573477849","1.363450570573477849","Repressed","127","viper","127","1.363450570573477849",NA,NA,"5","ReMap--ChIP-seq(rank=6); ENCODE--ChIP-seq(rank=87); Enrichr--Queries(rank=174); ARCHS4--Coexpression(rank=840); GTEx--Coexpression(rank=1431)","75","0.020199999999999999","ReMap ChIP-seq,0.0202"
"FOXA2","1.362747139830331689","1.362747139830331689","1.362747139830331689","Activated","128","viper","128","1.362747139830331689",NA,NA,"6","Literature--ChIP-seq(rank=11); ENCODE--ChIP-seq(rank=63); ReMap--ChIP-seq(rank=187); GTEx--Coexpression(rank=189); ARCHS4--Coexpression(rank=307); Enrichr--Queries(rank=676)","270","0.067070000000000005","Literature ChIP-seq,0.06707"
"ZBED1","-1.346627875399839080","-1.346627875399839080","1.346627875399839080","Repressed","129","viper","129","1.346627875399839080",NA,NA,"4","ReMap--ChIP-seq(rank=248); Enrichr--Queries(rank=642); GTEx--Coexpression(rank=1131); ARCHS4--Coexpression(rank=1373)","1281","0.457299999999999984","Enrichr Queries,0.4573"
"TAL1","1.327683264448095146","1.327683264448095146","1.327683264448095146","Activated","130","viper","130","1.327683264448095146",NA,NA,"6","ENCODE--ChIP-seq(rank=22); Literature--ChIP-seq(rank=75); ReMap--ChIP-seq(rank=228); Enrichr--Queries(rank=828); ARCHS4--Coexpression(rank=1234); GTEx--Coexpression(rank=1315)","688","0.186400000000000010","ENCODE ChIP-seq,0.1864"
"HOXB13","1.326722728480395075","1.326722728480395075","1.326722728480395075","Activated","131","viper","131","1.326722728480395075",NA,NA,"4","GTEx--Coexpression(rank=201); ReMap--ChIP-seq(rank=268); Enrichr--Queries(rank=639); ARCHS4--Coexpression(rank=1235)","477","0.125099999999999989","GTEx Coexpression,0.1251"
"MNT","1.319162799234414374","1.319162799234414374","1.319162799234414374","Activated","132","viper","132","1.319162799234414374",NA,NA,"4","ReMap--ChIP-seq(rank=70); ARCHS4--Coexpression(rank=781); Enrichr--Queries(rank=1065); GTEx--Coexpression(rank=1260)","819","0.235699999999999993","ReMap ChIP-seq,0.2357"
"JUND","1.316936912278634075","1.316936912278634075","1.316936912278634075","Activated","133","viper","133","1.316936912278634075",NA,NA,"6","ENCODE--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=81); Literature--ChIP-seq(rank=142); ARCHS4--Coexpression(rank=598); Enrichr--Queries(rank=927); GTEx--Coexpression(rank=1401)","546","0.144100000000000006","ENCODE ChIP-seq,0.1441"
"E2F5","-1.311175731185601379","-1.311175731185601379","1.311175731185601379","Repressed","134","viper","134","1.311175731185601379",NA,NA,"4","ReMap--ChIP-seq(rank=7); Enrichr--Queries(rank=62); ARCHS4--Coexpression(rank=851); GTEx--Coexpression(rank=864)","90","0.023570000000000001","ReMap ChIP-seq,0.02357"
"ATF3","-1.297881875265374685","-1.297881875265374685","1.297881875265374685","Repressed","135","viper","135","1.297881875265374685",NA,NA,"6","ENCODE--ChIP-seq(rank=108); Literature--ChIP-seq(rank=139); ReMap--ChIP-seq(rank=169); Enrichr--Queries(rank=286); ARCHS4--Coexpression(rank=313); GTEx--Coexpression(rank=1133)","701","0.192299999999999999","ARCHS4 Coexpression,0.1923"
"USF1","1.296284867489732928","1.296284867489732928","1.296284867489732928","Activated","136","viper","136","1.296284867489732928",NA,NA,"5","ReMap--ChIP-seq(rank=40); ENCODE--ChIP-seq(rank=59); GTEx--Coexpression(rank=538); ARCHS4--Coexpression(rank=815); Enrichr--Queries(rank=964)","509","0.134699999999999986","ReMap ChIP-seq,0.1347"
"E2F6","1.286319973328993616","1.286319973328993616","1.286319973328993616","Activated","137","viper","137","1.286319973328993616",NA,NA,"5","ENCODE--ChIP-seq(rank=12); ReMap--ChIP-seq(rank=36); Enrichr--Queries(rank=110); ARCHS4--Coexpression(rank=158); GTEx--Coexpression(rank=1423)","318","0.078350000000000003","Enrichr Queries,0.07835"
"RELA","1.268581176626295770","1.268581176626295770","1.268581176626295770","Activated","138","viper","138","1.268581176626295770",NA,NA,"6","Literature--ChIP-seq(rank=19); ENCODE--ChIP-seq(rank=95); ReMap--ChIP-seq(rank=167); GTEx--Coexpression(rank=413); Enrichr--Queries(rank=903); ARCHS4--Coexpression(rank=1329)","447","0.115900000000000003","Literature ChIP-seq,0.1159"
"SNAI2","-1.261021856303524924","-1.261021856303524924","1.261021856303524924","Repressed","139","viper","139","1.261021856303524924",NA,NA,"4","ReMap--ChIP-seq(rank=16); Enrichr--Queries(rank=377); ARCHS4--Coexpression(rank=450); GTEx--Coexpression(rank=1284)","212","0.053870000000000001","ReMap ChIP-seq,0.05387"
"USF2","1.260003627434275408","1.260003627434275408","1.260003627434275408","Activated","140","viper","140","1.260003627434275408",NA,NA,"5","ReMap--ChIP-seq(rank=28); ENCODE--ChIP-seq(rank=53); GTEx--Coexpression(rank=893); Enrichr--Queries(rank=1226); ARCHS4--Coexpression(rank=1363)","372","0.094280000000000003","ReMap ChIP-seq,0.09428"
"CEBPD","1.242697777435914031","1.242697777435914031","1.242697777435914031","Activated","141","viper","141","1.242697777435914031",NA,NA,"5","ENCODE--ChIP-seq(rank=65); ReMap--ChIP-seq(rank=86); Literature--ChIP-seq(rank=141); GTEx--Coexpression(rank=408); ARCHS4--Coexpression(rank=1125)","880","0.253900000000000015","GTEx Coexpression,0.2539"
"CEBPG","1.198624396307186979","1.198624396307186979","1.198624396307186979","Activated","142","viper","142","1.198624396307186979",NA,NA,"4","ReMap--ChIP-seq(rank=236); ARCHS4--Coexpression(rank=351); Enrichr--Queries(rank=376); GTEx--Coexpression(rank=1381)","769","0.215600000000000014","ARCHS4 Coexpression,0.2156"
"HSF1","1.193711114250894267","1.193711114250894267","1.193711114250894267","Activated","143","viper","143","1.193711114250894267",NA,NA,"5","Literature--ChIP-seq(rank=74); ENCODE--ChIP-seq(rank=75); ReMap--ChIP-seq(rank=76); GTEx--Coexpression(rank=1490); ARCHS4--Coexpression(rank=1503)","887","0.255900000000000016","ReMap ChIP-seq,0.2559"
"ETS1","-1.191009684678764113","-1.191009684678764113","1.191009684678764113","Repressed","144","viper","144","1.191009684678764113",NA,NA,"6","ENCODE--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=79); Literature--ChIP-seq(rank=163); ARCHS4--Coexpression(rank=203); Enrichr--Queries(rank=432); GTEx--Coexpression(rank=1047)","476","0.124700000000000005","ARCHS4 Coexpression,0.1247"
"HINFP","-1.188797336910916158","-1.188797336910916158","1.188797336910916158","Repressed","145","viper","145","1.188797336910916158",NA,NA,"3","ReMap--ChIP-seq(rank=247); GTEx--Coexpression(rank=429); ARCHS4--Coexpression(rank=683)","913","0.267000000000000015","GTEx Coexpression,0.267"
"NFATC1","1.180491692430900574","1.180491692430900574","1.180491692430900574","Activated","146","viper","146","1.180491692430900574",NA,NA,"5","ENCODE--ChIP-seq(rank=115); ReMap--ChIP-seq(rank=244); ARCHS4--Coexpression(rank=350); Enrichr--Queries(rank=353); GTEx--Coexpression(rank=915)","767","0.214999999999999997","ARCHS4 Coexpression,0.215"
"ARNT","1.164248478818227017","1.164248478818227017","1.164248478818227017","Activated","147","viper","147","1.164248478818227017",NA,NA,"5","ReMap--ChIP-seq(rank=65); Literature--ChIP-seq(rank=83); GTEx--Coexpression(rank=338); ARCHS4--Coexpression(rank=981); Enrichr--Queries(rank=1239)","754","0.210299999999999987","GTEx Coexpression,0.2103"
"BACH1","1.158441354717171912","1.158441354717171912","1.158441354717171912","Activated","148","viper","148","1.158441354717171912",NA,NA,"6","Literature--ChIP-seq(rank=6); ENCODE--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=152); Enrichr--Queries(rank=734); ARCHS4--Coexpression(rank=1026); GTEx--Coexpression(rank=1159)","143","0.036589999999999998","Literature ChIP-seq,0.03659"
"GLI2","1.146373122688885138","1.146373122688885138","1.146373122688885138","Activated","149","viper","149","1.146373122688885138",NA,NA,"3","ARCHS4--Coexpression(rank=168); GTEx--Coexpression(rank=511); Enrichr--Queries(rank=766)","403","0.103200000000000000","ARCHS4 Coexpression,0.1032"
"ZKSCAN1","1.140865706175009819","1.140865706175009819","1.140865706175009819","Activated","150","viper","150","1.140865706175009819",NA,NA,"5","ReMap--ChIP-seq(rank=48); ENCODE--ChIP-seq(rank=68); ARCHS4--Coexpression(rank=206); GTEx--Coexpression(rank=499); Enrichr--Queries(rank=1286)","484","0.126500000000000001","ARCHS4 Coexpression,0.1265"
"MEF2A","1.101522666006709228","1.101522666006709228","1.101522666006709228","Activated","151","viper","151","1.101522666006709228",NA,NA,"6","ENCODE--ChIP-seq(rank=91); Literature--ChIP-seq(rank=123); ReMap--ChIP-seq(rank=272); ARCHS4--Coexpression(rank=674); Enrichr--Queries(rank=1281); GTEx--Coexpression(rank=1328)","1209","0.413999999999999979","ARCHS4 Coexpression,0.414"
"MYOD1","1.095007179911040573","1.095007179911040573","1.095007179911040573","Activated","152","viper","152","1.095007179911040573",NA,NA,"5","ENCODE--ChIP-seq(rank=29); ReMap--ChIP-seq(rank=43); ARCHS4--Coexpression(rank=497); GTEx--Coexpression(rank=775); Enrichr--Queries(rank=1046)","550","0.144800000000000012","ReMap ChIP-seq,0.1448"
"TP53","1.091998948723372997","1.091998948723372997","1.091998948723372997","Activated","153","viper","153","1.091998948723372997",NA,NA,"5","ARCHS4--Coexpression(rank=13); Literature--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=149); GTEx--Coexpression(rank=168); Enrichr--Queries(rank=271)","26","0.007985000000000001","ARCHS4 Coexpression,0.007985"
"MAZ","-1.076131948455450793","-1.076131948455450793","1.076131948455450793","Repressed","154","viper","154","1.076131948455450793",NA,NA,"5","ReMap--ChIP-seq(rank=10); ENCODE--ChIP-seq(rank=13); Enrichr--Queries(rank=141); ARCHS4--Coexpression(rank=554); GTEx--Coexpression(rank=1012)","131","0.033669999999999999","ReMap ChIP-seq,0.03367"
"THAP1","-1.075128199852706690","-1.075128199852706690","1.075128199852706690","Repressed","155","viper","155","1.075128199852706690",NA,NA,"5","ReMap--ChIP-seq(rank=59); ENCODE--ChIP-seq(rank=117); Enrichr--Queries(rank=1090); ARCHS4--Coexpression(rank=1492); GTEx--Coexpression(rank=1592)","719","0.198699999999999988","ReMap ChIP-seq,0.1987"
"MITF","1.064302050133513200","1.064302050133513200","1.064302050133513200","Activated","156","viper","156","1.064302050133513200",NA,NA,"5","Literature--ChIP-seq(rank=63); ReMap--ChIP-seq(rank=171); Enrichr--Queries(rank=347); ARCHS4--Coexpression(rank=796); GTEx--Coexpression(rank=1227)","858","0.247200000000000003","Enrichr Queries,0.2472"
"MXI1","1.053073225722740425","1.053073225722740425","1.053073225722740425","Activated","157","viper","157","1.053073225722740425",NA,NA,"5","ENCODE--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=50); Enrichr--Queries(rank=387); GTEx--Coexpression(rank=421); ARCHS4--Coexpression(rank=521)","274","0.067799999999999999","ENCODE ChIP-seq,0.0678"
